icao,type,description,frequency_mhz
CYQZ,A/G,WILLIAMS LAKE RDO,122.2
CYQZ,AWOS,AWOS,124.4
CYQZ,RCO,WILLIAMS LAKE RDO,122.2
CYRB,RCO,ARCTIC RDO,126.7
CYRB,RDO,ARPT RDO,122.1
CYRC,A/D,BAGOTVILLE TRML,127.2
CYRC,ATF,ATF,118.4
CYRC,ATIS,ATIS,134.8
CYRC,GND,GND,121.9
CYRC,INFO,VFR ADVSY,123.4
CYRC,TWR,TWR,118.4
CYRI,CNTR,MONTREAL CNTR,125.1
CYRI,UNIC,ATF/UNICOM,122.8
CYRJ,A/G,MF,122.2
CYRJ,RCO,QUEBEC RDO,126.7
CYRJ,RDO,RDO,122.2
CYRL,A/D,WINNIPEG CNTR,135.325
CYRL,ATF,ATF,122.3
CYRL,RCO,WINNIPEG RDO,122.3
CYRL,RDO,MF,122.3
CYRM,ATF,ATF,122.8
CYRM,CNTR,EDMONTON CNTR,134.3
CYRO,ATF,Rockcliffe Traffic,123.5
CYRO,RCO,Quebec Radio,123.375
CYRO,UNICOM,Rockcliffe Unicom,123.5
CYRP,ATF,Carp Traffic,122.8
CYRP,TML,Ottawa Terminal,127.7
CYRP,UNICOM,Carp Unicom,122.8
CYRQ,CNTR,MONTREAL CNTR,128.22
CYRQ,UNIC,MF/UNICOM,123
CYRT,MF,"Rankin Radio, 5nm below 3100ASL",122.2
CYRT,PAL,Edmonton Control,134
CYRT,RCO,Artic Radio (FISE),123.55
CYRT,RDO,Rankin Radio,122.2
CYRT,VDF,VHF Direction Finding,122.2
CYRV,RCO,PACIFIC RDO,126.7
CYRV,UNIC,ATF/UNICOM,122.8
CYSA,CNTR,TORONTO CNTR,135.3
CYSA,UNIC,ATF/UNICOM,122.8
CYSB,ATIS,ATIS,127.4
CYSB,CNTR,TORONTO CNTR,135.5
CYSB,MF,rdo,125.5
CYSB,RCO,LONDON RDO,123.475
CYSC,A/G,MF,123.5
CYSC,AWOS,AWOS,126.25
CYSC,CNTR,MONTREAL CNTR,132.55
CYSC,UNIC,ATF/UNICOM,123.5
CYSE,ATF,,122.8
CYSG,CNTR,MONTREAL CNTR,124
CYSG,UNIC,MF/UNICOM,122.15
CYSH,A/D,OTTAWA TRML,128.175
CYSH,UNIC,ATF/UNICOM,122.7
CYSJ,A/G,MF,118.5
CYSJ,CNTR,MONCTON CNTR,124.3
CYSJ,RDO,RDO,118.5
CYSL,CNTR,BOSTON CNTR,124.75
CYSL,UNIC,ATF/UNICOM,122.7
CYSM,A/D,YELOWKNIFE RDO,123.55
CYSM,ATF,AIRPORT RDO,122.2
CYSN,A/D,TORONTO TRML,133.4
CYSN,A/G,MF,123.25
CYSN,ATF,ATF,123.25
CYSN,ATIS,ATIS,128.525
CYSN,RCO,LONDON RDO,126.7
CYSN,RDO,RDO,123.25
CYSP,CNTR,WINNIPEG CNTR,134.075
CYSP,RCO,WINNIPEG RDO,123.55
CYSP,UNIC,ATF/UNICOM,122.8
CYSU,AWOS,AWOS,122.55
CYSU,CNTR,MONCTON CNTR,124.4
CYSU,UNIC,ATF/UNICOM,122.95
CYSW,ATF,ATF,123.2
CYSY,ATF,MANDATORY FREQ,122.1
CYSY,RDO,ARPT RDO,122.1
CYSZ,ATF,ATF,122.8
CYTA,A/G,Petawawa Advisory,126.4
CYTA,ATF,Pembroke Traffic,122.8
CYTA,PAL,Montreal Centre,135.2
CYTA,UNICOM,Pembroke Unicom,122.8
CYTE,ATF,MANDATORY FREQ,122.1
CYTE,AWOS,AWOS,128.7
CYTE,RDO,ARPT RDO,122.1
CYTF,A/D,BAGOTVILLE TRML,127.2
CYTF,AAS,VFR ADVSY,121.2
CYTF,UNIC,ATF/UNICOM,123
CYTH,A/G,RDO,122.5
CYTH,ATIS,ATIS,127.65
CYTH,CNTR,WINNIPEG CNTR,133.15
CYTH,INFO,INFO,123
CYTH,RCO,WINNIPEG RCO,123.15
CYTH,RDO,RDO,122.5
CYTN,A/D,MONCTON CNTR,135.3
CYTN,UNIC,ATF/UNICOM,122.8
CYTR,A/D,APP/DEP,128.4
CYTR,ATIS,ATIS,135.45
CYTR,CLD,CLNC DEL,124.35
CYTR,EMR,TIGER SAR OPS,23.21
CYTR,GND,GND,121.9
CYTR,OPS,WING OPS,122.35
CYTR,PMSV,PMSV METRO,34.46
CYTR,TWR,TWR,128.7
CYTS,A/G,MF,122.3
CYTS,ATIS,ATIS,124.95
CYTS,CNTR,TORONTO CNTR,128.3
CYTS,RCO,LONDON RDO,123.55
CYTS,RDO,RDO,122.3
CYTZ,ARR,TRML APP,133.4
CYTZ,ATF,ATF,118.2
CYTZ,ATIS,(1130-0400Z),133.6
CYTZ,AWOS,0400-1130Z,133.6
CYTZ,DEP,TRML DEP,133.4
CYTZ,GND,GND,121.7
CYTZ,TWR,TWR,118.2
CYUB,ATF,MANDATORY FREQ,122.1
CYUB,RDO,TUK RDO,122.1
CYUL,APRON,Montreal Apron,122.075
CYUL,ARR,Montreal Terminal Arrivals,118.9
CYUL,ARR,Montreal Terminal,126.9
CYUL,ATIS,French ATIS,127.5
CYUL,ATIS,English ATIS,133.7
CYUL,CLNC DEL,Montreal Clearance,125.6
CYUL,DEP,Montreal Terminal Departures,118.9
CYUL,GND,Montreal Ground,121.9
CYUL,RCO,Quebec Radio,123.55
CYUL,TWR,Montreal Tower,119.9
CYUL,VFR ADV,Montreal Terminal,134.15
CYUT,ATF,MANDATORY FREQ,122.1
CYUT,RDO,ARPT RDO,122.1
CYUX,APRT RDO,"Hall Beach, (V), 12-24Z",122.2
CYUX,AWOS,AWOS,128.7
CYUX,MF,"Hall Beach radio/traffic, 5nm below 3100,",122.2
CYUX,MIL,Miltary operations,228.9
CYUX,MIL,Military operations,256.6
CYUX,MIL,Military operations,263.2
CYUX,MIL,Military operations,364.2
CYUX,RCO,"Artic radio (FISE), (E)",126.7
CYUX,RCO,"Artic radio (FISE), (E)",364.2
CYUY,A/G,MF,122.2
CYUY,CNTR,MONTREAL CNTR,125.9
CYUY,RCO,QUEBEC RDO,126.7
CYUY,RDO,RDO,122.2
CYVB,ATF,MF/UNICOM,123
CYVB,RCO,QUEBEC RDO,123.55
CYVC,MF,"Barber Field traffic, 5nm below 4200ASL",122.2
CYVC,PAL,Winnipeg Control,126.4
CYVC,RADIO,"Barbar Field Radio, (V)",122.2
CYVC,RCO,Winnipeg Radio (FISE),123.55
CYVG,ATF,ATF,122.8
CYVK,ATF,ATF,122.8
CYVM,ATF,ATF,122.1
CYVM,AWOS,AWOS,122.55
CYVM,RDO,BROUGHTON RDO,122.1
CYVO,MF,Val-d'Or Radio,118.5
CYVO,PAL,Montreal Centre,125.9
CYVO,RADIO,Val-d'Or Radio/Traffic,118.5
CYVO,RCO,Quebec Radio,126.7
CYVP,A/G,MF,122.2
CYVP,CNTR,MONTREAL CNTR,135.1
CYVP,INFO,ARPT RDO,122.2
CYVP,RCO,QUEBEC RDO,123.55
CYVQ,A/D,EDMONTON CNTR,134.825
CYVQ,A/G,MF,122.2
CYVQ,FSS,NORMAN WELLS RDO,122.2
CYVR,APP,APP,128.6
CYVR,ATIS,ATIS,124.6
CYVR,CLD,CLNC DEL,121.4
CYVR,DEP,DEP,126.125
CYVR,GND,GND,121.7
CYVR,RCO,PACIFIC RDO,123.15
CYVR,TWR,TWR,23.66
CYVR,TWR,TWR,118.7
CYVT,A/G,MF REGINA RDO,122.3
CYVT,RCO,REGINA RDO,122.3
CYVV,A/G,MF,122.2
CYVV,CNTR,TORONTO CNTR,132.575
CYVV,RDO,LONDON RDO,126.7
CYWA,A/G,427 OPS,126.4
CYWA,INFO,RANGE CON,49.9
CYWA,PMSV,PMSV,29.74
CYWA,RDO,MF PETAWAWA ADVSY,126.4
CYWG,ARR,ARR,119.5
CYWG,ATIS,ATIS,120.2
CYWG,CLD,CLNC DEL,121.3
CYWG,DEP,DEP,119.9
CYWG,GND,GND,121.9
CYWG,MIL,Military operations,131.4
CYWG,MIL,Military operations,308.8
CYWG,PMSV,PMSV,34.46
CYWG,TWR,TWR,118.3
CYWG,TWR,Winnipeg tower - secondary (V),125.4
CYWG,VFR ADV,Winnipeg advisory,121
CYWK,A/D,MONTREAL CNTR,132.25
CYWK,A/G,MF,122
CYWK,RCO,QUEBEC RDO,126.7
CYWK,RDO,RDO,122
CYWL,MF,"Williams Lake Radio, 5nm below 6100ASL excluding area below 2800",122.3
CYWL,PAL,Vancouver Control,134
CYWL,PAL,Vancouver Control,381.4
CYWL,RADIO,"Williams Lake Radio, (V)",122.3
CYWL,RCO,Pacific Radio (FISE),123.275
CYWL,VDF,VHF Direction Finding,122.3
CYWM,ATF,ATF,123.2
CYWV,UNIC,ATF/UNICOM,122.8
CYWY,ATF,MANDATORY FREQ,122.1
CYWY,RDO,ARPT RDO,122.1
CYXC,A/G,MF,122.3
CYXC,CNTR,VANCOUVER CNTR,133.6
CYXC,RCO,PACIFIC RDO,126.7
CYXC,RDO,RDO,122.3
CYXE,A/D,APP/DEP,119.9
CYXE,A/G,MF SASKATOON RDO,118.3
CYXE,ATIS,ATIS,128.4
CYXE,CNTR,WINNIPEG CNTR,134.325
CYXE,GND,GND,121.9
CYXE,RCO,EDMONTON RDO,122.5
CYXE,TWR,TWR,118.3
CYXH,A/G,MF,122.2
CYXH,AWOS,AWOS,124.875
CYXH,RCO,EDMONTON RDO,126.7
CYXH,RDO,RDO,122.2
CYXJ,A/G,MF ST JOHN RDO,118.5
CYXJ,ATIS,ATIS,128.5
CYXJ,CNTR,EDMONTON CNTR,132.6
CYXJ,FSS,RDO,118.5
CYXJ,RCO,EDMONTON RDO,122.5
CYXK,RDO,MF MONT JOLI RDO,122.1
CYXL,A/D,MF,122
CYXL,ATIS,ATIS,124.75
CYXL,RCO,WINNIPEG RDO,126
CYXL,RDO,RDO,122
CYXP,ATF,MANDATORY FREQ,122.1
CYXP,RDO,RDO,122.1
CYXR,AWOS,,128.6
CYXR,MF,Earlton Traffic,122
CYXR,RDO,LONDON RDO,123.375
CYXS,ATIS,"Automatic Terminal Information Service , 14-07Z",128.725
CYXS,AWOS,"Automatic Weather Observation Station, 07-14Z",128.725
CYXS,GND,"Prince George Ground, 14-07Z",121.9
CYXS,MF,"Prince George Radio, 07-14Z, 5nm below 5500ASL",118.3
CYXS,PAL,Vancouver Control,133.8
CYXS,RCO,"Williams Lake Radio, 07-14Z",118.3
CYXS,RCO,Pacific Radio (FISE),122.1
CYXS,RCO,Prince George Radio (FISE),126.7
CYXS,TWR,"Prince George Tower, 14-07Z, (V)",118.3
CYXT,A/G,MANDATORY FREQ RDO,122
CYXT,CNTR,VANCOUVER CNTR,128.4
CYXT,RCO,PACIFIC RDO,126.7
CYXT,RDO,RDO,122
CYXU,A/G,MF,119.4
CYXU,ATIS,ATIS,127.8
CYXU,CNTR,TORONTO CNTR,135.3
CYXU,GND,GND,121.9
CYXU,RDO,RDO,122.5
CYXU,TWR,TWR,119.4
CYXX,A/D,VICTORIA TRML,132.7
CYXX,A/G,MF,119.4
CYXX,ATIS,ATIS,119.8
CYXX,GND,GND,121.8
CYXX,RDO,PACIFIC RDO,122.5
CYXX,TWR,TWR,119.4
CYXY,ATIS,Automatic Terminal Information System,125.25
CYXY,GND,"Whitehorse Ground, 15-05Z",121.9
CYXY,MF,"Whitehorse Radio, 05-15Z, 5nm below 5400ASL",118.3
CYXY,PAL,Edmonton Control,132.1
CYXY,RCO,"Whitehorse Radio (FISE), (E)",123.275
CYXY,TWR,"Whitehorse Tower, (E), 15-05Z",118.3
CYXY,TWR,"Whitehorse Tower, (E), 15-05Z",236.6
CYXY,VDF,VHF Direction Findinf,118.3
CYXZ,CNTR,TORONTO CNTR,124.075
CYXZ,RCO,LONDON RDO,126.7
CYXZ,UNIC,ATF/UNICOM,122.8
CYYB,A/G,MF,118.3
CYYB,ATIS,ATIS,124.9
CYYB,CNTR,TORONTO CNTR,121.225
CYYB,PMSV,PMSV METRO,34.46
CYYB,RDO,RDO,118.3
CYYC,ARR,Calgary Arrivals (W),123.85
CYYC,ARR,Calgary Arrivals (E),125.9
CYYC,ARR,Calgary Arrivals,126.525
CYYC,ATIS,Automatic Terminal Information System,128.225
CYYC,CLD,Calgary Clearance,120.825
CYYC,DEP,Calgary Departures,119.8
CYYC,GND,South Ground,121.9
CYYC,GND,North Ground,125.35
CYYC,PAL,Edmonton Centre,124.525
CYYC,PAL,Edmonton Centre,133.3
CYYC,RCO,Edmonton Radio (FISE),123.375
CYYC,RMP,"Apron I, 12-07Z",121.3
CYYC,RMP,"Apron II, 12-08Z",129.7
CYYC,TWR,"Calgary Tower, (W)",118.4
CYYC,TWR,"Calgary Tower, (E)",118.875
CYYC,TWR,"Calgary Tower, (E)",236.6
CYYC,VFR ADV,VFR Advisories,119.4
CYYD,A/G,MANDATORY FREQ RDO,122.3
CYYD,FSS,RDO,122.3
CYYD,RCO,PACIFIC RDO,126.7
CYYE,ATIS,,125.65
CYYE,MF,"Nelson Radio, 5nm below 4300ASL",122.5
CYYE,PAL,Edmonton Centre,132.87
CYYE,PAL,Edmonton Centre,134.85
CYYE,PAL,Edmonton Centre,290.6
CYYE,RADIO,"Nelson Radio, (E)",122.5
CYYE,RCO,"Edmonton Radio, (E)",123.55
CYYE,VDF,,122.5
CYYF,A/D,VANCOUVER APP/DEP,133.5
CYYF,A/G,MF,118.5
CYYF,RCO,PACIFIC RDO,122.5
CYYF,RDO,RDO,118.5
CYYG,A/G,MF,118
CYYG,CNTR,MONCTON CNTR,135.65
CYYG,RDO,RDO,118
CYYH,ATF,MANDATORY FREQ,122.1
CYYH,RDO,ARPT RDO,122.1
CYYJ,ARR,Victoria Arrivals,125.95
CYYJ,ATIS,ATIS,118.8
CYYJ,CLD,CLNC DEL,126.4
CYYJ,DEP,Victoria Departures,133.85
CYYJ,GND,GND,121.9
CYYJ,MF,"Kamloops Radio, 08-14Z, 7nm below 2500ASL",119.7
CYYJ,MIL,"Stinger ops, 443 Squadron",349.3
CYYJ,PVT ADV,Shell,122.85
CYYJ,PVT ADV,ESSO,122.95
CYYJ,RCO,"Kamloops Radio (RAAS), 08-14Z",119.7
CYYJ,RCO,Pacific Radio (FISE),122.375
CYYJ,TML,Victoria Terminal,127.8
CYYJ,TWR,Victoria Tower (outer unless closed by ATIS),119.1
CYYJ,TWR,Victoria Tower (inner),119.7
CYYL,A/G,MF WINNIPEG RDO,122.3
CYYL,CNTR,WINNIPEG CNTR,135.05
CYYL,RCO,WINNIPEG RDO,123.475
CYYN,A/G,MF,122.3
CYYN,AWOS,AWOS,124.7
CYYN,CNTR,WINNIPEG CNTR,132.8
CYYN,RCO,EDMONTON RDO,123.275
CYYO,ATF,ATF,123.2
CYYQ,A/G,MF CHURCHILL RDO,122.2
CYYQ,CNTR,WINNIPEG CNTR,134.6
CYYQ,FSS,RDO,122.2
CYYQ,INFO,INTL AIR,126.9
CYYQ,RCO,ARCTIC RDO,126.7
CYYR,ATIS,ATIS,128.1
CYYR,CLD,CLNC DEL,118.1
CYYR,CNTR,GANDER CNTR,120.4
CYYR,FBO,Wooward Aviation (Esso),122.9
CYYR,GND,GND,121.9
CYYR,MIL,Ranger Base,129.3
CYYR,OPS,WING OPS,129.85
CYYR,PAL,Gander Centre,120.4
CYYR,PMSV,PMSV,344.6
CYYR,RCO,Halifax Radio (FISE),123.475
CYYR,RDR,PAR,119.9
CYYR,TML,Goose Bay Terminal,119.5
CYYR,TWR,TWR,119.1
CYYT,ATIS,ATIS,128
CYYT,CNTR,GANDER CNTR,133.15
CYYT,FBO,Shell,123
CYYT,GND,GND,121.9
CYYT,RCO,HALIFAX RDO,123.275
CYYT,TWR,TWR,120.6
CYYU,DEP,London Radio (RCO),123.275
CYYU,TFC,Traffic,122.2
CYYW,ATF,ATF,122.8
CYYY,CNTR,MONTREAL CNTR,134.65
CYYY,FSS,RDO,122.1
CYYY,RCO,QUEBEC RDO,123.25
CYYY,RDO,MF,122.1
CYYZ,APRON,SOUTH APRON,122.07
CYYZ,APRON,NORTH APRON,122.27
CYYZ,ARR,APP,124.475
CYYZ,ATIS,ATIS,112.15
CYYZ,CLD,CLNC DEL,121.3
CYYZ,DEP,TORONTO DEPARTURE,127.575
CYYZ,DEP,TORONTO DEPARTURE,128.8
CYYZ,GND,,119.1
CYYZ,GND,,121.65
CYYZ,GND,GND,121.9
CYYZ,PAD,PAD CONTROL,131.17
CYYZ,RCO,LONDON RDO,123.275
CYYZ,RMP,APN ADVSY,122.075
CYYZ,TWR,TWR,118.35
CYYZ,TWR,,118.7
CYYZ,VFR ADV,Toronto Center,119.3
CYZD,A/D,TORONTO TRML,133.4
CYZD,A/G,MF/UNICOM,126.2
CYZE,AWOS,AWOS,128.725
CYZE,RCO,LONDON RDO,126.7
CYZE,UNIC,ATF/UNICOM,122.8
CYZF,A/G,MF,118.5
CYZF,ATIS,ATIS,128.4
CYZF,CNTR,EDMONTON CNTR,135.8
CYZF,FSS,RDO,122.5
CYZF,GND,GND,121.9
CYZF,TWR,TWR,118.5
CYZH,ATF,ATF,123.2
CYZH,CNTR,EDMONTON CNTR,127.825
CYZH,RCO,EDMONTON RDO,122.1
CYZP,A/G,TERRACE RDO,122.3
CYZP,AWOS,AWOS,122.55
CYZP,CNTR,VANCOUVER CNTR,133.4
CYZP,RCO,PACIFIC RDO,126.7
CYZR,ATF,ATF,123
CYZR,AWOS,AWOS,118.375
CYZR,CNTR,TORONTO CNTR,134.375
CYZR,RDO,LONDON RDO,126.7
CYZS,ATF,MANDATORY FREQ,122.1
CYZS,INFO,EDMONTON CENTRE,133.7
CYZS,RDO,ARPT RDO,122.1
CYZT,A/G,MF  HARDY RDO,122.2
CYZT,CNTR,VANCOUVER CNTR,132.2
CYZT,RCO,PACIFIC RDO,126.7
CYZT,RDO,RDO,122.2
CYZU,A/G,MF WHITECOURT RDO,122.3
CYZU,CNTR,EDMONTON CNTR,132.05
CYZU,FSS,RDO,122.3
CYZU,RCO,EDMONTON RDO,126.7
CYZV,ATIS,ATIS,124.8
CYZV,CNTR,MONTREAL CNTR,135.55
CYZV,FSS,RDO,118.1
CYZV,RCO,QUEBEC RDO,123.15
CYZV,RDO,MF,118.1
CYZW,ATF,MANDATORY FREQ,122.1
CYZW,RDO,ARPT RDO,122.1
CYZX,A/D,APP/DEP,120.6
CYZX,ATIS,ATIS,128.85
CYZX,CLD,CLNC DEL,128.025
CYZX,GND,GND,133.75
CYZX,INFO,WING OPS,30.86
CYZX,OPS,TUSKER OPS,129.775
CYZX,PMSV,PMSV METRO,34.46
CYZX,TWR,TWR,119.5
CYZY,RCO,PACIFIC RDO,126.7
CZAM,UNIC,ATF/UNICOM,122.9
CZBA,DEP,TORONTO CNTR,119.3
CZBA,UNIC,ATF/UNICOM,123.5
CZBB,A/D,VANCOUVER ARR/DEP,132.3
CZBB,ATIS,ATIS,125.5
CZBB,GND,GND,124.3
CZBB,MF,"Bay Traffic, below 2000ASL 07-15Z",118.1
CZBB,TML,"Vancouver Terminal, above 2000ASL",125.2
CZBB,TWR,"Bay Tower (Inner), to 2000ASL, 15-07z",118.1
CZBB,TWR,"Bay Tower (Outer), to 2000ASL 15-07Z",127.6
CZBB,Unicom,Bay Fuel (0700-1930 Local),122.95
CZBF,RCO,QUEBEC RDO,123.45
CZBF,UNIC,ATF/UNICOM,122.8
CZBM,A/D,MONTREAL CNTR,132.55
CZBM,A/G,MF,122.15
CZBM,UNIC,ATF/UNICOM,122.15
CZFA,ATF,MANDATORY FREQ,122.1
CZFA,RCO,WHITEHORSE RDO,126.7
CZFA,RDO,ARPT RDO,122.1
CZFM,ATF,MANDATORY FREQ,122.1
CZFM,RDO,ARPT RDO,122.1
CZFN,MF,,122.1
CZGF,ATF,ATF,123.2
CZGF,AWOS,AWOS,122.97
CZGF,RCO,PACIFIC RDO,126.7
CZHP,ATF,ATF,122.8
CZJN,ATF,ATF,122.8
CZJN,RCO,WINNIPEG RDO,123.45
CZML,A/D,VANCOUVER CNTR,134
CZML,ATF,ATF,123.2
CZMT,UNIC,ATF/UNICOM,122.7
CZNL,ATF,ATF,123.2
CZNL,RCO,PACIFIC RDO,126.7
CZPC,A/D,EDMONTON CNTR,132.75
CZPC,ATF,ATF,123.2
CZPC,RDO,EDMONTON RDO,126.7
CZST,ATF,ATF,123.2
CZUC,ATF,ATF,122.8
CZUM,ATF,ATF,123.5
CZUM,AWOS,AWOS,122.55
CZUM,CNTR,GANDER CNTR,126.025
CZUM,RCO,HALIFAX RDO,123.25
CZVL,ATF,ATF,120
CZVL,GND,GND,120.8
CZVL,TWR,TWR,120
DAAD,TWR,TWR,118.1
DAAE,TWR,BEJAIA TWR,118.9
DAAG,APP,ALGIERS APP,121.4
DAAG,CCR,ALGIERS CCR,127.3
DAAG,GND,ALGIERS GND,121.8
DAAG,TWR,ALGIERS TWR,118.7
DAAJ,RDO,DJANET RDO,889.4
DAAJ,TWR,DJANET TWR,118.1
DAAP,TWR,TWR,118.7
DAAT,RDO,RDO,119.7
DAAT,TWR,TWR,118.1
DAAV,TWR,TWR,119.7
DABB,APP,APP,119
DABB,TWR,TWR,118.7
DABC,APP,CONSTANTINE APP,120.1
DABC,TWR,CONSTANTINE TWR,118.3
DABS,TWR,TEBESSA TWR,118.1
DABT,TWR,TWR,118.1
DALH,CTAF,CTAF,126.7
DALH,Melbourne Centre,Centre Frequency from Circuit area,120.7
DAOB,TWR,TIARET TWR,118.1
DAOI,TWR,TWR,119
DAOL,CTAF,,118.3
DAON,TWR,TLEMCEN TWR,119.7
DAOO,APP,ORAN APP,128.2
DAOO,TWR,ORAN TWR,118.1
DAOV,TWR,TWR,119.7
DAUA,RDO,ADRAR RDO,889.4
DAUA,TWR,ADRAR TWR,119.7
DAUE,RDO,RDO,889.4
DAUE,TWR,TWR,119.7
DAUG,RDO,GHARDAIA RDO,889.4
DAUG,TWR,GHARDAIA TWR,118.9
DAUH,APP,HASSI MESSAOUD APP,120
DAUH,RDO,HASSI MESSAOUD RDO,889.4
DAUH,TWR,HASSI MESSAOUD TWR,118.1
DAUI,RDO,RDO,889.4
DAUI,TWR,TWR,118.1
DAUK,RDO,TOUGGOURT RDO,889.4
DAUK,TWR,TOUGGOURT TWR,119.7
DAUO,RDO,EL OUED RDO,889.4
DAUO,TWR,EL OUED TWR,119.7
DAUT,RDO,RDO,889.4
DAUT,TWR,TWR,119.7
DAUZ,RDO,RDO,889.4
DAUZ,TWR,TWR,119.7
DBBB,A/G,A/G VOICE RDO,658.6
DBBB,APP,APP,125.9
DBBB,TWR,,118.7
DBBB,TWR,TWR,125.9
DFFD,A/G,AG VOICE OUAGA RDO,120.3
DFFD,APP,OUAGA APP,118.1
DFFD,TWR,OUAGA TWR,118.1
DFOO,A/G,AG VOICE RDO,667.3
DFOO,TWR,TWR,119.7
DGAA,APP,ACCRA APP,119.5
DGAA,GND,ACCRA GND,121.9
DGAA,TWR,ACCRA TWR,119.1
DGAH,TWR,,118.4
DGLE,A/G,AIR GND,658.6
DGLE,APP,APP,120.4
DGLE,ATIS,,118.1
DGLE,TWR,TWR,119.1
DGSI,A/G,A/G VOICE RDO,658.6
DGSI,TWR,TWR,118.1
DGSN,A/G,AIR GND,658.6
DGSN,TWR,TWR,118.7
DGTK,A/G,A/G VOICE RDO,658.6
DGTK,TWR,TWR,118.1
DIAP,A/G,RDO,568
DIAP,ACC,CON,121.1
DIAP,AFIS,INFO,129.1
DIAP,ATIS,ATIS,126.6
DIAP,MISC,VHF/DF,118.1
DIAP,TWR,TWR,118.1
DIBK,A/G,A/G VOICE RDO,667.3
DIBK,APP,APP,121.7
DIBK,GND,GND,121.7
DIBK,TWR,TWR,118.9
DIDL,AFIS,,118.7
DIDL,INFO,INFO,118.2
DIKO,A/G,A/G,667.3
DIKO,AFIS,AFIS,118.6
DIMN,A/G,A/G,667.3
DIMN,AFIS,AFIS,118.4
DIOD,TOWER,ODIENNÉ INFORMATION,118.8
DISP,A/G,RDO,667.3
DISP,TWR,TWR,118.6
DIYO,A/G,A/G VOICE RDO,667.3
DIYO,TWR,TWR,118.5
DNAA,APP,APP,127.9
DNAA,ATIS,ATIS,127.05
DNAA,GND,,121.9
DNAA,TWR,TWR,118.6
DNAK,TWR,TWR,118.2
DNAS,SAB - VOR,,112.6
DNAS,TWR,,118.5
DNBC,TWR,,124.5
DNBE,TWR,TWR,122.5
DNCA,TWR,TWR,124.5
DNDS,TWR,,120.5
DNEN,ENG VOR,Enugu VOR,115.7
DNEN,ILS - IEN,Enugu ILS freq. IEN,108.3
DNEN,TWR,TWR,123.3
DNIB,TWR,TWR,122.6
DNIL,APP,APP,121.2
DNIL,TWR,TWR,121.2
DNIM,TWR,OWERRI TWR,118.4
DNJO,TWR,JOS TWR,122.7
DNKA,APP,APP,122.3
DNKN,APP,KANO APP,124.1
DNKN,ATIS,ATIS,123.6
DNKN,TWR,KANO TWR,118.1
DNMA,TWR,TWR,123.1
DNMK,TWR,,125.5
DNMM,AFIS,LAGOS WEST,120.9
DNMM,AFIS,LAGOS EAST,127.3
DNMM,APP,APP,124.3
DNMM,ATIS,,123.8
DNMM,TOWER,,118.1
DNMN,TWR,TWR,118.3
DNPO,APP,APP,124.9
DNPO,ATIS,ATIS,123.8
DNPO,TWR,TWR,119.2
DNSO,TWR,SOKOTO TWR,122.1
DNSU,TWR,,129.1
DNYO,TWR,TWR,122.5
DNZA,TWR,TWR,123.3
DRRM,AFIS,AFIS,118.1
DRRN,ACC,NIAMEY CON,131.3
DRRN,INFO,NIAMEY INFO,565.2
DRRN,TWR,NIAMEY TWR,119.7
DRRT,AFIS,AFIS,118.1
DRZA,TWR,AGADES TWR,118.1
DRZR,TWR,TWR,118.3
DTKA,APP,APP,119.25
DTKA,TWR,TWR,119.25
DTMB,APP,BOURGUIBA APP,119.3
DTMB,ATIS,MONASTIR ATIS,113.1
DTMB,TWR,BOURGUIBA TWR,118.3
DTNH,ATIS,,136.3
DTNH,Tower,,118.55
DTTA,APP,TUNIS APP,121.2
DTTA,ATIS,TUNIS ATIS,118.675
DTTA,CTAF,,118.5
DTTA,GND,TUNIS GND,121.9
DTTA,TWR,TUNIS TWR,118.1
DTTF,APP,APP,122.1
DTTF,TWR,TWR,122.1
DTTG,APP/DEP,APP/DEP,129.15
DTTG,TWR,TWR,119.15
DTTI,TWR,TWR,123
DTTJ,APP,DJERBA APP,120.3
DTTJ,TWR,DJERBA TWR,118.15
DTTX,APP,SFAX APP,123.7
DTTX,TWR,SFAX TWR,120.15
DTTZ,APP,TOZEUR APP,120.7
DTTZ,TWR,TOZEUR TWR,118.2
DXNG,A/G,A/G VOICE RDO,122.6
DXNG,AFIS,AFIS,658.6
DXNG,TWR,TWR,118.3
DXXX,A/G,A/G VOICE RDO,123.6
DXXX,TWR,TWR,120.7
EBAR,Info,,123.425
EBAV,Info,Avernas Radio,129.975
EBAW,APP,BRUSSELS APP,118.255
EBAW,ATIS,,124.205
EBAW,GND,ANTWERPEN GND,121.905
EBAW,TWR,ANTWERPEN TWR,135.205
EBBE,APP,Combined MIL Approach,122.5
EBBE,APP,APP,122.825
EBBE,GCA,GCA,123.3
EBBE,GND,GND,122.1
EBBE,TWR,TWR,122.1
EBBL,APP,,134.48
EBBL,GND,TAXI,122.1
EBBL,TWR,,134.105
EBBR,APP,APP,118.255
EBBR,ATIS,ATIS DEP,121.755
EBBR,ATIS,ATIS ARR,132.475
EBBR,CLD,CLNC DEL,121.95
EBBR,DEP,DEP,126.63
EBBR,GND,GND North,118.055
EBBR,GND,GND South,121.88
EBBR,OPS,MELSBROEK OPS,140.575
EBBR,TWR,TWR (RWY 07R/25L and 01),118.605
EBBR,TWR,TWR (RWY 07L/25R or 19),120.78
EBBR,UNIC,ABELAG UNICOM,130.55
